index,Equity(8 [APOLLOTYRE]),cash
2021-01-01 00:00:00+00:00,18015.0,82105.5
2021-01-04 00:00:00+00:00,18800.0,82007.5
2021-01-05 00:00:00+00:00,18690.0,81893.5
2021-01-06 00:00:00+00:00,18625.0,82029.5
2021-01-13 00:00:00+00:00,19185.0,81940.5
2021-01-14 00:00:00+00:00,19030.0,81737.5
2021-01-19 00:00:00+00:00,18925.0,82061.5
2021-01-20 00:00:00+00:00,20380.0,82068.5
2021-01-21 00:00:00+00:00,21960.0,82030.5
2021-01-22 00:00:00+00:00,23300.0,82099.5
2021-01-28 00:00:00+00:00,20420.0,84312.5
2021-02-01 00:00:00+00:00,21600.0,84240.5
2021-02-02 00:00:00+00:00,22800.0,84264.5
2021-02-03 00:00:00+00:00,22900.0,84205.5
2021-02-04 00:00:00+00:00,24310.0,84151.5
2021-02-05 00:00:00+00:00,24190.0,84122.5
2021-02-08 00:00:00+00:00,24900.0,84153.5
2021-02-10 00:00:00+00:00,24900.0,83734.5
2021-02-12 00:00:00+00:00,23945.0,84183.5
2021-02-16 00:00:00+00:00,23640.0,84479.5
2021-02-19 00:00:00+00:00,24000.0,84647.5
2021-02-23 00:00:00+00:00,23070.0,84746.5
2021-02-25 00:00:00+00:00,24165.0,77919.50000000047
2021-03-02 00:00:00+00:00,24650.0,77528.50000000047
2021-03-04 00:00:00+00:00,26000.0,77216.50000000047
2021-03-05 00:00:00+00:00,24385.0,78377.50000000047
2021-03-09 00:00:00+00:00,23280.0,79095.50000000047
2021-03-10 00:00:00+00:00,23850.0,78871.50000000047
2021-03-15 00:00:00+00:00,23525.0,80014.50000000047
2021-03-16 00:00:00+00:00,23300.0,79783.50000000047
2021-03-18 00:00:00+00:00,21760.0,80615.50000000047
2021-03-19 00:00:00+00:00,22600.0,80134.50000000047
2021-03-22 00:00:00+00:00,22560.0,80013.50000000047
2021-03-30 00:00:00+00:00,22205.0,80132.50000000047
2021-04-01 00:00:00+00:00,23645.0,79690.50000000047
2021-04-07 00:00:00+00:00,22535.0,79959.50000000047
2021-04-15 00:00:00+00:00,20800.0,81975.50000000047
2021-04-23 00:00:00+00:00,20205.0,82484.50000000047
2021-04-27 00:00:00+00:00,20560.0,82043.50000000047
2021-04-29 00:00:00+00:00,20820.0,81911.50000000047
2021-05-03 00:00:00+00:00,22195.0,81558.50000000047
2021-05-06 00:00:00+00:00,21325.0,82367.50000000047
2021-05-11 00:00:00+00:00,22400.0,82048.50000000047
2021-05-18 00:00:00+00:00,21500.0,82752.50000000047
2021-05-21 00:00:00+00:00,21740.0,82054.50000000047
2021-05-24 00:00:00+00:00,21925.0,81722.50000000047
2021-05-25 00:00:00+00:00,21870.0,81525.50000000047
2021-05-27 00:00:00+00:00,22400.0,81341.50000000047
2021-05-28 00:00:00+00:00,22375.0,81182.50000000047
2021-05-31 00:00:00+00:00,22275.0,80973.50000000047
2021-06-01 00:00:00+00:00,22180.0,80970.50000000047
2021-06-02 00:00:00+00:00,23135.0,80664.50000000047
2021-06-03 00:00:00+00:00,23030.0,80276.50000000047
2021-06-10 00:00:00+00:00,24130.0,80169.50000000047
