,portfolio_value,returns,benchmark_period_return,benchmark_volatility,excess_returns
2018-01-01 00:00:00+00:00,100000.0,0.0,-0.008929886143951626,,0.008929886143951626
2018-01-02 00:00:00+00:00,100000.0,0.0,-0.00825539474371706,0.1078770892180286,0.00825539474371706
2018-01-03 00:00:00+00:00,100000.0,0.0,-0.007571403464605719,0.08812307942200183,0.007571403464605719
2018-01-04 00:00:00+00:00,100000.0,0.0,-0.002004474442950599,0.09664617290335095,0.002004474442950599
2018-01-05 00:00:00+00:00,100000.0,0.0,0.003315457727914195,0.09333520633188114,-0.003315457727914195
2018-01-08 00:00:00+00:00,100000.0,0.0,0.008682889293161855,0.08880631832312354,-0.008682889293161855
2018-01-09 00:00:00+00:00,100000.0,0.0,0.009675626635760715,0.08111791030053044,-0.009675626635760715
2018-01-10 00:00:00+00:00,100000.0,0.0,0.009400130148340846,0.0756767073986772,-0.009400130148340846
2018-01-11 00:00:00+00:00,100000.0,0.0,0.011775099867476824,0.07106052526534065,-0.011775099867476824
2018-01-12 00:00:00+00:00,100000.0,0.0,0.013380579397612946,0.0670108638748167,-0.013380579397612946
2018-01-15 00:00:00+00:00,100000.0,0.0,0.019607750001187974,0.06760725867526468,-0.019607750001187974
2018-01-16 00:00:00+00:00,100000.0,0.0,0.017546276284977846,0.06676801950724293,-0.017546276284977846
2018-01-17 00:00:00+00:00,100000.0,0.0,0.02544542557082452,0.06969136633082722,-0.02544542557082452
2018-01-18 00:00:00+00:00,100000.0,0.0,0.028086391898503926,0.06701093319067443,-0.028086391898503926
2018-01-19 00:00:00+00:00,100000.0,0.0,0.03549154748277017,0.06801806007807895,-0.03549154748277017
2018-01-22 00:00:00+00:00,100000.0,0.0,0.04106797638330173,0.06681645184209463,-0.04106797638330173
2018-01-23 00:00:00+00:00,100000.0,0.0,0.05292382522122896,0.07313944251902281,-0.05292382522122896
2018-01-24 00:00:00+00:00,100000.0,0.0,0.05302832388887091,0.0718084587074616,-0.05302832388887091
2018-01-25 00:00:00+00:00,100000.0,0.0,0.05111884823468538,0.07185176579802065,-0.05111884823468538
2018-01-29 00:00:00+00:00,100000.0,0.0,0.05683302537892687,0.07063768864116544,-0.05683302537892687
2018-01-30 00:00:00+00:00,100000.0,0.0,0.049684366524327395,0.07637166615357432,-0.049684366524327395
2018-01-31 00:00:00+00:00,100000.0,0.0,0.047903139234975356,0.0757625397930144,-0.047903139234975356
2018-02-01 00:00:00+00:00,100000.0,0.0,0.04694365146844426,0.07470846174232725,-0.04694365146844426
2018-02-02 00:00:00+00:00,100000.0,0.0,0.020049494368947096,0.11572621172717955,-0.020049494368947096
2018-02-05 00:00:00+00:00,100000.0,0.0,0.01560830099416255,0.11448946503045546,-0.01560830099416255
2018-02-06 00:00:00+00:00,100000.0,0.0,-0.0005794926114689458,0.12348747985181216,0.0005794926114689458
2018-02-07 00:00:00+00:00,100000.0,0.0,-0.0063601689078461865,0.12237507524964866,0.0063601689078461865
2018-02-08 00:00:00+00:00,100000.0,0.0,0.0050206859862538256,0.12507935606789952,-0.0050206859862538256
2018-02-09 00:00:00+00:00,100000.0,0.0,-0.0056666777498585175,0.12691630995785635,0.0056666777498585175
2018-02-12 00:00:00+00:00,100000.0,0.0,0.0008217395228213853,0.12620733270632598,-0.0008217395228213853
2018-02-14 00:00:00+00:00,100000.0,0.0,-0.0063316692712166445,0.12577528192712964,0.0063316692712166445
2018-02-15 00:00:00+00:00,100000.0,0.0,0.0022087218387969454,0.12615341418941878,-0.0022087218387969454
2018-02-16 00:00:00+00:00,100000.0,0.0,-0.0070869096419017286,0.12684044142870526,0.0070869096419017286
2018-02-19 00:00:00+00:00,100000.0,0.0,-0.013157332244013498,0.1259426390969861,0.013157332244013498
2018-02-20 00:00:00+00:00,100000.0,0.0,-0.016035795543606457,0.12426643918318941,0.016035795543606457
2018-02-21 00:00:00+00:00,100000.0,0.0,-0.012473340964902269,0.12294671339168314,0.012473340964902269
2018-02-22 00:00:00+00:00,100000.0,0.0,-0.014121569949982815,0.12127826264949045,0.014121569949982815
2018-02-23 00:00:00+00:00,100000.0,0.0,-0.0032204589391482408,0.12318563248164618,0.0032204589391482408
2018-02-26 00:00:00+00:00,100000.0,0.0,0.004773689135463943,0.12327503640738745,-0.004773689135463943
2018-02-27 00:00:00+00:00,100000.0,0.0,0.0023369702036302176,0.12185608697866707,-0.0023369702036302176
2018-02-28 00:00:00+00:00,100000.0,0.0,-0.0036574533674691434,0.12125993393175194,0.0036574533674691434
2018-03-01 00:00:00+00:00,100000.0,0.0,-0.007267407340555976,0.12008948443955614,0.007267407340555976
2018-03-05 00:00:00+00:00,100000.0,0.0,-0.01606904511967444,0.1205146723566327,0.01606904511967444
2018-03-06 00:00:00+00:00,100000.0,0.0,-0.028770383177614045,0.12283964147644694,0.028770383177614045
2018-03-07 00:00:00+00:00,100000.0,0.0,-0.03447506044297899,0.12206713140710283,0.03447506044297899
2018-03-08 00:00:00+00:00,100000.0,0.0,-0.027559148620854623,0.12211593344591411,0.027559148620854623
2018-03-09 00:00:00+00:00,100000.0,0.0,-0.028181390687268437,0.12078137727433812,0.028181390687268437
2018-03-12 00:00:00+00:00,100000.0,0.0,-0.009775375363963779,0.1275853776182463,0.009775375363963779
2018-03-13 00:00:00+00:00,100000.0,0.0,-0.009618627362500631,0.12625160265283375,0.009618627362500631
2018-03-14 00:00:00+00:00,100000.0,0.0,-0.010525865795210754,0.12496802028803673,0.010525865795210754
2018-03-15 00:00:00+00:00,100000.0,0.0,-0.016548789002939768,0.12440662693840744,0.016548789002939768
2018-03-16 00:00:00+00:00,100000.0,0.0,-0.02910762887773144,0.12620423021522928,0.02910762887773144
2018-03-19 00:00:00+00:00,100000.0,0.0,-0.04108697614105361,0.12760659484360412,0.04108697614105361
2018-03-20 00:00:00+00:00,100000.0,0.0,-0.03688327973818284,0.12688443083048545,0.03688327973818284
2018-03-21 00:00:00+00:00,100000.0,0.0,-0.03529205002636171,0.12580183663100888,0.03529205002636171
2018-03-22 00:00:00+00:00,100000.0,0.0,-0.03988049152373274,0.12496105673739039,0.03988049152373274
2018-03-23 00:00:00+00:00,100000.0,0.0,-0.051266096357271196,0.12604482421464386,0.051266096357271196
2018-03-26 00:00:00+00:00,100000.0,0.0,-0.036636282887392846,0.12947846194079587,0.036636282887392846
2018-03-27 00:00:00+00:00,100000.0,0.0,-0.03257508466767012,0.12874436379084242,0.03257508466767012
2018-03-28 00:00:00+00:00,100000.0,0.0,-0.03849350920775718,0.12816150044335337,0.03849350920775718
2018-04-02 00:00:00+00:00,100000.0,0.0,-0.029397375183465968,0.12873052432136078,0.029397375183465968
2018-04-03 00:00:00+00:00,100000.0,0.0,-0.026794408371292877,0.12782768659830132,0.026794408371292877
2018-04-04 00:00:00+00:00,100000.0,0.0,-0.038621757572590565,0.12895090814988452,0.038621757572590565
2018-04-05 00:00:00+00:00,100000.0,0.0,-0.018885759206569763,0.13461409052056778,0.018885759206569763
2018-04-06 00:00:00+00:00,100000.0,0.0,-0.019522251091298237,0.13356044335588702,0.019522251091298237
2018-04-09 00:00:00+00:00,100000.0,0.0,-0.014544314559989058,0.13294004167659215,0.014544314559989058
2018-04-10 00:00:00+00:00,100000.0,0.0,-0.01188434847455666,0.13204779987224916,0.01188434847455666
2018-04-11 00:00:00+00:00,100000.0,0.0,-0.01067786385723557,0.13108501562112063,0.01067786385723557
2018-04-12 00:00:00+00:00,100000.0,0.0,-0.006868412427741166,0.13033912198241077,0.006868412427741166
2018-04-13 00:00:00+00:00,100000.0,0.0,-0.004061198219722173,0.1295075863692889,0.004061198219722173
2018-04-16 00:00:00+00:00,100000.0,0.0,0.00040374485225380674,0.1288594388719667,-0.00040374485225380674
2018-04-17 00:00:00+00:00,100000.0,0.0,0.002004474442951487,0.1279821209755762,-0.002004474442951487
2018-04-18 00:00:00+00:00,100000.0,0.0,0.0009689876454082036,0.12710648165923252,-0.0009689876454082036
2018-04-19 00:00:00+00:00,100000.0,0.0,0.003956699552081444,0.1263494150949157,-0.003956699552081444
2018-04-20 00:00:00+00:00,100000.0,0.0,0.005072935320075356,0.12550692317863327,-0.005072935320075356
2018-04-23 00:00:00+00:00,100000.0,0.0,0.005353181746933444,0.12466783575629939,-0.005353181746933444
2018-04-24 00:00:00+00:00,100000.0,0.0,0.008920386265075964,0.12400187611379589,-0.008920386265075964
2018-04-25 00:00:00+00:00,100000.0,0.0,0.0036194538519640496,0.12357574514663644,-0.0036194538519640496
2018-04-26 00:00:00+00:00,100000.0,0.0,0.008464392079001737,0.12307392465340378,-0.008464392079001737
2018-04-27 00:00:00+00:00,100000.0,0.0,0.015983546209786814,0.12298057525771752,-0.015983546209786814
2018-04-30 00:00:00+00:00,100000.0,0.0,0.020372490250750275,0.12242247642703574,-0.020372490250750275
2018-05-02 00:00:00+00:00,100000.0,0.0,0.018083019441503145,0.12174475155093052,-0.018083019441503145
2018-05-03 00:00:00+00:00,100000.0,0.0,0.013618076369527277,0.1212691615301596,-0.013618076369527277
2018-05-04 00:00:00+00:00,100000.0,0.0,0.008397892926866213,0.12089099962349559,-0.008397892926866213
2018-05-07 00:00:00+00:00,100000.0,0.0,0.018648262234657542,0.1214055351082905,-0.018648262234657542
2018-05-08 00:00:00+00:00,100000.0,0.0,0.01784552246958948,0.12070225980430802,-0.01784552246958948
2018-05-09 00:00:00+00:00,100000.0,0.0,0.021099230984805928,0.12010431734549366,-0.021099230984805928
2018-05-10 00:00:00+00:00,100000.0,0.0,0.017470277253966104,0.11958712309966205,-0.017470277253966104
2018-05-11 00:00:00+00:00,100000.0,0.0,0.025849170423078105,0.11966720284549237,-0.025849170423078105
2018-05-14 00:00:00+00:00,100000.0,0.0,0.025711422179368393,0.11899539001429577,-0.025711422179368393
2018-05-15 00:00:00+00:00,100000.0,0.0,0.0263716637612883,0.11833376136628758,-0.0263716637612883
2018-05-16 00:00:00+00:00,100000.0,0.0,0.020548238009966635,0.11809824738906018,-0.020548238009966635
2018-05-17 00:00:00+00:00,100000.0,0.0,0.014359066921898034,0.11791348465756546,-0.014359066921898034
2018-05-18 00:00:00+00:00,100000.0,0.0,0.007409905523705795,0.11784155715994407,-0.007409905523705795
2018-05-21 00:00:00+00:00,100000.0,0.0,-0.0005794926114679466,0.1179416040125904,0.0005794926114679466
2018-05-22 00:00:00+00:00,100000.0,0.0,0.0015959796512605706,0.11737118373779895,-0.0015959796512605706
2018-05-23 00:00:00+00:00,99940.39996365794,-0.0005960003634205568,-0.009300381420135895,0.11807811849379782,0.008704381056715338
2018-05-24 00:00:00+00:00,100149.04996365793,0.002087744296359384,0.0006554916424827972,0.11858316031882599,0.0014322526538765867
2018-05-25 00:00:00+00:00,100072.99996365793,-0.0007593681620303716,0.0080511473478726,0.11855897631315745,-0.008810515509902972
2018-05-28 00:00:00+00:00,100262.14996365794,0.0018901202129315564,0.014881560260108007,0.11843254345722348,-0.01299144004717645
2018-05-29 00:00:00+00:00,99948.19996365794,-0.003131291320940255,0.00992737342599015,0.11810930313071939,-0.013058664746930404
2018-05-30 00:00:00+00:00,100076.89996365794,0.0012876670119801314,0.008573640686082573,0.1175457266864737,-0.007285973674102442
2018-05-31 00:00:00+00:00,100195.84996365794,0.0011885859778149044,0.01951750115186157,0.11816828856550451,-0.018328915174046667
2018-06-01 00:00:00+00:00,100078.84996365794,-0.0011677130344462938,0.015199806202472299,0.11779711801511385,-0.016367519236918593
2018-06-04 00:00:00+00:00,99930.64996365794,-0.0014808323642189203,0.009319381177891106,0.11759304314931428,-0.010800213542110026
2018-06-05 00:00:00+00:00,99938.44996365794,7.80541305678284e-05,0.0075334039491008475,0.11706782214141614,-0.007455349818533019
2018-06-06 00:00:00+00:00,100215.34996365794,0.0027707053701624407,0.015332804506743791,0.11710325259978203,-0.01256209913658135
2018-06-07 00:00:00+00:00,100178.29996365793,-0.0003697038429086863,0.022395964451454642,0.11701496474565108,-0.022765668294363328
2018-06-08 00:00:00+00:00,100312.84996365794,0.001343105243838627,0.022125217903472993,0.11647441903999207,-0.020782112659634366
2018-06-11 00:00:00+00:00,100336.24996365793,0.00023327021421959415,0.02427219052957197,0.11597355662803525,-0.024038920315352375
2018-06-12 00:00:00+00:00,100741.84996365794,0.004042407406564363,0.030960105258659,0.11583294211212634,-0.026917697852094635
2018-06-13 00:00:00+00:00,100878.34996365794,0.0013549483164072562,0.031216601988325543,0.11531001834743437,-0.029861653671918287
