index,Equity(8 [APOLLOTYRE]),cash
2021-01-01 00:00:00+00:00,18015.0,82130.5
2021-01-04 00:00:00+00:00,18800.0,82007.5
2021-01-05 00:00:00+00:00,18690.0,81998.5
2021-01-06 00:00:00+00:00,18625.0,82054.5
2021-01-11 00:00:00+00:00,19245.0,81744.5
2021-01-13 00:00:00+00:00,19185.0,81913.5
2021-01-14 00:00:00+00:00,19030.0,81904.5
2021-01-19 00:00:00+00:00,18925.0,82043.5
2021-01-20 00:00:00+00:00,20380.0,82065.5
2021-01-21 00:00:00+00:00,21960.0,82002.5
2021-01-22 00:00:00+00:00,23300.0,81831.5
2021-01-28 00:00:00+00:00,20420.0,84070.5
2021-02-01 00:00:00+00:00,21600.0,84016.5
2021-02-02 00:00:00+00:00,22800.0,83943.5
2021-02-03 00:00:00+00:00,22900.0,83874.5
2021-02-04 00:00:00+00:00,24310.0,83995.5
2021-02-05 00:00:00+00:00,24190.0,84001.5
2021-02-08 00:00:00+00:00,24900.0,84005.5
2021-02-10 00:00:00+00:00,24900.0,83932.5
2021-02-12 00:00:00+00:00,23945.0,84236.5
2021-02-16 00:00:00+00:00,23640.0,84513.5
2021-02-19 00:00:00+00:00,24000.0,84724.5
2021-02-23 00:00:00+00:00,23070.0,84931.5
2021-03-02 00:00:00+00:00,24650.0,78314.50000000047
2021-03-04 00:00:00+00:00,26000.0,78006.50000000047
2021-03-05 00:00:00+00:00,24385.0,78977.50000000047
2021-03-09 00:00:00+00:00,23280.0,79866.50000000047
2021-03-10 00:00:00+00:00,23850.0,79819.50000000047
2021-03-12 00:00:00+00:00,24020.0,80146.50000000047
2021-03-15 00:00:00+00:00,23525.0,80548.50000000047
2021-03-16 00:00:00+00:00,23300.0,80675.50000000047
2021-03-18 00:00:00+00:00,21760.0,81502.50000000047
2021-03-19 00:00:00+00:00,22600.0,81121.50000000047
2021-03-22 00:00:00+00:00,22560.0,80990.50000000047
2021-03-30 00:00:00+00:00,22205.0,81183.50000000047
2021-04-01 00:00:00+00:00,23645.0,80716.50000000047
2021-04-07 00:00:00+00:00,22535.0,80843.50000000047
2021-04-15 00:00:00+00:00,20800.0,82284.50000000047
2021-04-27 00:00:00+00:00,20560.0,82023.50000000047
2021-04-29 00:00:00+00:00,20820.0,81695.50000000047
2021-05-03 00:00:00+00:00,22195.0,81585.50000000047
2021-05-06 00:00:00+00:00,21325.0,82322.50000000047
2021-05-11 00:00:00+00:00,22400.0,81723.50000000047
2021-05-18 00:00:00+00:00,21500.0,82562.50000000047
2021-05-21 00:00:00+00:00,21740.0,82080.50000000047
2021-05-24 00:00:00+00:00,21925.0,81813.50000000047
2021-05-25 00:00:00+00:00,21870.0,81606.50000000047
2021-05-27 00:00:00+00:00,22400.0,81392.50000000047
2021-05-28 00:00:00+00:00,22375.0,81203.50000000047
2021-05-31 00:00:00+00:00,22275.0,81059.50000000047
2021-06-01 00:00:00+00:00,22180.0,81150.50000000047
2021-06-02 00:00:00+00:00,23135.0,80754.50000000047
2021-06-03 00:00:00+00:00,23030.0,80419.50000000047
2021-06-10 00:00:00+00:00,24130.0,80219.50000000047
2021-06-11 00:00:00+00:00,23860.0,80072.50000000047
2021-06-14 00:00:00+00:00,23790.0,79759.50000000047
2021-06-18 00:00:00+00:00,22800.0,80384.50000000047
2021-06-21 00:00:00+00:00,22650.0,80496.50000000047
2021-06-28 00:00:00+00:00,23025.0,80703.50000000047
2021-06-29 00:00:00+00:00,22625.0,80732.50000000047
2021-06-30 00:00:00+00:00,22500.0,80750.50000000047
2021-07-01 00:00:00+00:00,22820.0,80669.50000000047
2021-07-02 00:00:00+00:00,22735.0,80680.50000000047
2021-07-05 00:00:00+00:00,22870.0,80679.50000000047
2021-07-07 00:00:00+00:00,23125.0,80709.50000000047
2021-07-08 00:00:00+00:00,22675.0,80918.50000000047
2021-07-13 00:00:00+00:00,23650.0,80173.50000000047
2021-07-14 00:00:00+00:00,24000.0,80107.50000000047
2021-07-16 00:00:00+00:00,23065.0,80708.50000000047
2021-07-19 00:00:00+00:00,22565.0,80427.50000000047
2021-07-22 00:00:00+00:00,22675.0,80462.50000000047
2021-07-26 00:00:00+00:00,22250.0,80654.50000000047
2021-08-03 00:00:00+00:00,22895.0,80434.50000000047
2021-08-05 00:00:00+00:00,22215.0,80613.50000000047
2021-08-06 00:00:00+00:00,22215.0,80613.50000000047
2021-08-10 00:00:00+00:00,21485.0,123953.5
2021-08-12 00:00:00+00:00,22425.0,123800.5
2021-08-13 00:00:00+00:00,22490.0,123690.5
2021-08-16 00:00:00+00:00,22585.0,123489.5
2021-08-17 00:00:00+00:00,22205.0,123857.5
2021-08-18 00:00:00+00:00,22000.0,123651.5
2021-08-24 00:00:00+00:00,20865.0,124326.5
2021-08-25 00:00:00+00:00,20785.0,124423.5
2021-08-26 00:00:00+00:00,20845.0,124614.5
2021-08-27 00:00:00+00:00,20875.0,124653.5
2021-08-31 00:00:00+00:00,21270.0,124620.5
2021-09-01 00:00:00+00:00,21840.0,124551.5
2021-09-02 00:00:00+00:00,22170.0,124282.5
2021-09-03 00:00:00+00:00,22270.0,124362.5
2021-09-06 00:00:00+00:00,22150.0,124363.5
2021-09-08 00:00:00+00:00,21495.0,124600.5
2021-09-09 00:00:00+00:00,-1611000.0,1757168.5
2021-09-13 00:00:00+00:00,21515.0,123099.5
2021-09-14 00:00:00+00:00,22115.0,123156.5
2021-09-15 00:00:00+00:00,22210.0,123121.5
2021-09-17 00:00:00+00:00,22350.0,123021.5
2021-09-21 00:00:00+00:00,21955.0,123321.5
2021-09-23 00:00:00+00:00,23670.0,122285.5
2021-09-24 00:00:00+00:00,22835.0,122926.5
