,0
Annual return,-0.13701285312921063
Cumulative returns,-0.35125174939783477
Annual volatility,0.10887544503575743
Sharpe ratio,-1.2984080001979663
Calmar ratio,-0.3549559533377186
Stability,0.7271745146909053
Max drawdown,-0.3859995918954242
Omega ratio,0.7842434760279422
Sortino ratio,-1.6403582693262526
Skew,-0.8903593560191897
Kurtosis,6.707928323522413
Tail ratio,0.8363060850248891
Daily value at risk,-0.014277987961161481
