,order_str,order_id
90,"[{'id': '56b82d75fa694a4e815dab3031e27326', 'dt': Timestamp('2018-05-15 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-15 04:15:00+0000', tz='UTC'), 'amount': -11, 'filled': -11, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",90
91,[],91
92,[],92
93,"[{'id': '951f892f84b14e26b6329f9daa55d4e5', 'dt': Timestamp('2018-05-18 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-18 04:15:00+0000', tz='UTC'), 'amount': -2, 'filled': -2, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",93
94,"[{'id': '3a3326b5bf5741b59af134009c2cc3ab', 'dt': Timestamp('2018-05-21 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 04:15:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",94
95,"[{'id': '04ce14c1e3e44ea1922aa362cfb7dc16', 'dt': Timestamp('2018-05-22 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-22 04:15:00+0000', tz='UTC'), 'amount': -2, 'filled': -2, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",95
96,[],96
97,[],97
98,"[{'id': '32f8e6d45a304932a57c5d6f59551533', 'dt': Timestamp('2018-05-25 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-25 04:15:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",98
99,[],99
100,[],100
101,[],101
102,"[{'id': 'a108e26ab31a4fc5b6a1829efb47f5e3', 'dt': Timestamp('2018-05-31 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-31 04:15:00+0000', tz='UTC'), 'amount': -1, 'filled': -1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",102
103,"[{'id': '28f411b7404645d6bfd2204caf24f364', 'dt': Timestamp('2018-06-01 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-01 04:15:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",103
104,"[{'id': '282af232b4f143a99cba7e0bb33465e1', 'dt': Timestamp('2018-06-04 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 04:15:00+0000', tz='UTC'), 'amount': 6, 'filled': 6, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",104
105,[],105
106,[],106
107,"[{'id': 'fb5159d8a3e4449a8e98444a4f609826', 'dt': Timestamp('2018-06-07 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-07 04:15:00+0000', tz='UTC'), 'amount': -125, 'filled': -125, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",107
108,[],108
109,[],109
110,[],110
111,[],111
112,[],112
113,"[{'id': '50a2f9862044483796ce05f6b2e7f53f', 'dt': Timestamp('2018-06-15 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-15 04:15:00+0000', tz='UTC'), 'amount': -4, 'filled': -4, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",113
114,[],114
115,[],115
116,"[{'id': '80469f6f18ee4c66a90e09e9c3bb716b', 'dt': Timestamp('2018-06-20 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-20 04:15:00+0000', tz='UTC'), 'amount': 30, 'filled': 30, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",116
117,"[{'id': '14e31ff8f6aa4a2890923253bda5a81c', 'dt': Timestamp('2018-06-21 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-21 04:15:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",117
118,[],118
119,"[{'id': 'fc913a8615f24f98837a40b9952b4f3b', 'dt': Timestamp('2018-06-25 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 04:15:00+0000', tz='UTC'), 'amount': 7, 'filled': 7, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",119
120,"[{'id': 'ab8205f839f74facabe55cbf82dd6888', 'dt': Timestamp('2018-06-26 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-26 04:15:00+0000', tz='UTC'), 'amount': -6, 'filled': -6, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",120
121,[],121
