,0
Annual return,0.004376660960746737
Cumulative returns,0.021597574375691764
Annual volatility,0.1887863722459002
Sharpe ratio,0.11851754488009054
Calmar ratio,0.008537215638560696
Stability,0.48008015155088485
Max drawdown,-0.5126567192444264
Omega ratio,1.024559912335217
Sortino ratio,0.16011137245897972
Skew,-1.23397394980068
Kurtosis,19.211968262694892
Tail ratio,1.064097967388513
Daily value at risk,-0.02369605954453657
