,portfolio_value,returns
2016-01-01 10:00:00+00:00,99984.96333758299,-0.00015036662417011737
2016-01-04 10:00:00+00:00,98536.16332119051,-0.014490179003225134
2016-01-05 10:00:00+00:00,98500.06330711918,-0.00036636309812132506
2016-01-06 10:00:00+00:00,98048.91330711919,-0.0045802001019361605
2016-01-07 10:00:00+00:00,96483.46329912683,-0.015966010791867546
2016-01-08 10:00:00+00:00,96503.96329818394,0.00021247163354365384
2016-01-11 10:00:00+00:00,96179.76329730087,-0.003359447527365611
2016-01-12 10:00:00+00:00,95249.81327149231,-0.009668874136589345
2016-01-13 10:00:00+00:00,95783.81327076363,0.005606310195582553
2016-01-14 10:00:00+00:00,94978.06326820259,-0.008412172944956109
2016-01-15 10:00:00+00:00,93238.56326820259,-0.018314755430292817
2016-01-18 10:00:00+00:00,92753.16313846309,-0.005206001816472017
2016-01-19 10:00:00+00:00,93392.013138225,0.00688763572201001
2016-01-20 10:00:00+00:00,91639.11313821355,-0.018769270959145712
2016-01-21 10:00:00+00:00,91933.21313677635,0.0032093282932501577
2016-01-22 10:00:00+00:00,93592.51313669924,0.018048972110375594
2016-01-25 10:00:00+00:00,93684.61312048693,0.0009840528980471497
2016-01-27 10:00:00+00:00,93411.31312037644,-0.002917234655802181
2016-01-28 10:00:00+00:00,93158.863120363,-0.002702563443124917
2016-01-29 10:00:00+00:00,93059.56312034445,-0.0010659211232566523
2016-02-01 10:00:00+00:00,92770.96312030712,-0.0031012395756050415
2016-02-02 10:00:00+00:00,91887.71311970553,-0.009520759199795892
2016-02-03 10:00:00+00:00,91176.61311259738,-0.007738793174467018
2016-02-04 10:00:00+00:00,91476.41311257426,0.0032881238921065314
2016-02-05 10:00:00+00:00,92464.66310848507,0.010803331288193885
2016-02-08 10:00:00+00:00,92100.41310846282,-0.003939342747562913
2016-02-09 10:00:00+00:00,91834.91310842146,-0.0028827232265362657
2016-02-10 10:00:00+00:00,90065.363108399,-0.019268815531336192
2016-02-11 10:00:00+00:00,88390.21310556163,-0.018599269963762044
2016-02-12 10:00:00+00:00,88014.71310337144,-0.004248207906702772
2016-02-15 10:00:00+00:00,90305.66310258862,0.026029170787917222
2016-02-16 10:00:00+00:00,88957.61299418964,-0.0149276364525176
2016-02-17 10:00:00+00:00,89619.66298200515,0.007442308370602779
2016-02-18 10:00:00+00:00,89911.41297701627,0.003255423924877876
2016-02-19 10:00:00+00:00,90392.81297700122,0.005354158988781554
2016-02-22 10:00:00+00:00,90560.91297655346,0.0018596611170296207
2016-02-23 10:00:00+00:00,89624.86297636497,-0.010336136964860798
2016-02-24 10:00:00+00:00,88715.11295228198,-0.010150643402633608
2016-02-25 10:00:00+00:00,88863.56294085874,0.0016733337042202923
2016-02-26 10:00:00+00:00,89817.71294072343,0.01073724672169285
2016-02-29 10:00:00+00:00,89924.36294046273,0.001187404981127571
2016-03-01 10:00:00+00:00,90725.66294046273,0.008910822093124438
2016-03-02 10:00:00+00:00,93684.21294036883,0.03260984713716142
2016-03-03 10:00:00+00:00,94717.56294029718,0.011030140164449032
2016-03-04 10:00:00+00:00,95400.16293465378,0.007206688740364342
2016-03-08 10:00:00+00:00,95728.36293363624,0.0034402456860296304
2016-03-09 10:00:00+00:00,95191.91293036102,-0.005603877334109497
2016-03-10 10:00:00+00:00,95644.51292968729,0.004754605568829895
