,period_open,period_close,longs_count,portfolio_value,ending_cash,starting_cash,ending_value,starting_value,net_leverage,gross_leverage,ending_exposure,returns,short_exposure,starting_exposure,long_exposure,positions,transactions,short_value,orders,capital_used,pnl,long_value,shorts_count,pipeline_rows,selected_cnt,pipeline_size,invested,leverage,pos_cnt,excess_return,max_leverage,max_drawdown,sortino,period_label,sharpe,alpha,beta,trading_days,algorithm_period_return,treasury_period_return,benchmark_period_return,benchmark_volatility,algo_volatility
2024-02-29 10:00:00+00:00,2024-02-29 03:46:00+00:00,2024-02-29 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-02,,0.0,0.0,11,0.0,0.0,0.19939964285323009,0.6621419991657805,0.0
2024-03-01 10:00:00+00:00,2024-03-01 03:46:00+00:00,2024-03-01 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,12,0.0,0.0,0.2028944225944629,0.6348173478881981,0.0
2024-03-04 10:00:00+00:00,2024-03-04 03:46:00+00:00,2024-03-04 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,13,0.0,0.0,0.2320468015644339,0.6088174195063166,0.0
2024-03-05 10:00:00+00:00,2024-03-05 03:46:00+00:00,2024-03-05 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,14,0.0,0.0,0.24716528445754182,0.585252229427596,0.0
2024-03-06 10:00:00+00:00,2024-03-06 03:46:00+00:00,2024-03-06 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,15,0.0,0.0,0.24477700237732636,0.5689928316235258,0.0
2024-03-07 10:00:00+00:00,2024-03-07 03:46:00+00:00,2024-03-07 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,16,0.0,0.0,0.2616264420074712,0.5497425829167943,0.0
2024-03-11 10:00:00+00:00,2024-03-11 03:46:00+00:00,2024-03-11 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,17,0.0,0.0,0.2813352468804431,0.5322888629681298,0.0
2024-03-12 10:00:00+00:00,2024-03-12 03:46:00+00:00,2024-03-12 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,18,0.0,0.0,0.2552284753338663,0.5332684404881746,0.0
2024-03-13 10:00:00+00:00,2024-03-13 03:46:00+00:00,2024-03-13 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,19,0.0,0.0,0.2250572420819683,0.5357079917887346,0.0
2024-03-14 10:00:00+00:00,2024-03-14 03:46:00+00:00,2024-03-14 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,20,0.0,0.0,0.2370424741725916,0.5214460669124827,0.0
2024-03-15 10:00:00+00:00,2024-03-15 03:46:00+00:00,2024-03-15 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,21,0.0,0.0,0.22654717952650638,0.512788387911714,0.0
2024-03-18 10:00:00+00:00,2024-03-18 03:46:00+00:00,2024-03-18 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,22,0.0,0.0,0.2589533189452118,0.5034155502493998,0.0
2024-03-19 10:00:00+00:00,2024-03-19 03:46:00+00:00,2024-03-19 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,23,0.0,0.0,0.23577164517577964,0.501372709174553,0.0
2024-03-20 10:00:00+00:00,2024-03-20 03:46:00+00:00,2024-03-20 10:00:00+00:00,0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,2024-03,,0.0,0.0,24,0.0,0.0,0.2576824899483998,0.4910416437512353,0.0
