,0
Annual return,0.002233175297351897
Cumulative returns,0.006571926538050166
Annual volatility,0.04006523609664968
Sharpe ratio,0.07569191148517533
Calmar ratio,0.03560258431554058
Stability,0.00876705698216012
Max drawdown,-0.06272508977324752
Omega ratio,1.0134915143728502
Sortino ratio,0.1060670553167429
Skew,-0.2811149888325071
Kurtosis,6.392461240602238
Tail ratio,0.9532483086554236
Daily value at risk,-0.00503571109867309
